16420,Othello,The evil Iago pretends to be friend of Othello in order to manipulate him to serve his own end in the film version of this Shakespeare classic,1995-12-15T00:00:00.000+02:00,123.0,0,0,1.8458990000000002
9263,Now and Then,Waxing nostalgic about the bittersweet passage from childhood to puberty in this tender comingofage tale four childhood girlfriends  Teeny Chrissy Samantha and Roberta  recall the magical summer of 1970 During their walk down memory lane they reconcile experiences with boys secrets bullies and more,1995-10-20T00:00:00.000+02:00,100.0,12000000,27400000,8.681325
17015,Persuasion,This film adaptation of Jane Austens last novel follows Anne Elliot the daughter of a financially troubled aristocratic family who is persuaded to break her engagement to Frederick Wentworth a young sea captain of meager means Years later money troubles force Annes father to rent out the family estate to Admiral Croft and Anne is again thrown into company with Frederick  who is now rich successful and perhaps still in love with Anne,1995-09-27T00:00:00.000+02:00,104.0,0,0,2.228434
902,La Cité des Enfants Perdus,A scientist in a surrealist society kidnaps children to steal their dreams hoping that they slow his aging process,1995-05-16T00:00:00.000+03:00,108.0,18000000,1738611,9.822422999999999
37557,摇啊摇，摇到外婆桥,A provincial boy related to a Shanghai crime family is recruited by his uncle into cosmopolitan Shanghai in the 1930s to be a servant to a ganglords mistress,1995-04-30T00:00:00.000+03:00,108.0,0,0,1.1009149999999999
9909,Dangerous Minds,Former Marine Louanne Johnson lands a gig teaching in a pilot program for bright but underachieving teens at a notorious innercity high school After having a terrible first day she decides she must throw decorum to the wind When Johnson returns to the classroom she does so armed with a nononsense attitude informed by her military training and a fearless determination to better the lives of her students  no matter what the cost,1995-08-11T00:00:00.000+03:00,99.0,0,180000000,9.481338000000001
63,Twelve Monkeys,In the year 2035 convict James Cole reluctantly volunteers to be sent back in time to discover the origin of a deadly virus that wiped out nearly all of the earths population and forced the survivors into underground communities But when Cole is mistakenly sent to 1990 instead of 1996 hes arrested and locked up in a mental hospital There he meets psychiatrist Dr Kathryn Railly and patient Jeffrey Goines the son of a famous virus expert who may hold the key to the mysterious rogue group the Army of the 12 Monkeys thought to be responsible for unleashing the killer disease,1995-12-29T00:00:00.000+02:00,129.0,29500000,168840000,12.297305
78802,"Guillaumet, les ailes du courage",,1996-09-18T00:00:00.000+03:00,50.0,0,0,0.745542
9598,Babe,Babe is a little pig who doesnt quite know his place in the world With a bunch of odd friends like Ferdinand the duck who thinks he is a rooster and Fly the dog he calls mom Babe realizes that he has the makings to become the greatest sheep pig of all time and Farmer Hogget knows it With the help of the sheep dogs Babe learns that a pig can be anything that he wants to be,1995-07-18T00:00:00.000+03:00,89.0,30000000,254134910,14.404764000000002
47018,Carrington,The story of the relationship between painter Dora Carrington and author Lytton Strachey in a World War One England of cottages and countryside Although platonic due to Stracheys homosexuality the relationship was nevertheless a deep and complicated one When Carrington did develop a more physical relationship with soldier Ralph Partridge Strachey was able to welcome him as a friend although Partridge remained somewhat uneasy not so much with Stracheys lifestyle and sexual orientation as with the fact that he was a conscientious objector,1995-11-08T00:00:00.000+02:00,121.0,0,0,1.4933610000000002
687,Dead Man Walking,A justice drama based on a true story about a man on death row who in his last days forms a strong relationship with a nun who teaches him forgiveness and gives him spirituality as she accompanies him to his execution Susan Sarandon won an Oscar for best female actress for her convincing portrayal of Sister Helen Prejean,1995-12-29T00:00:00.000+02:00,122.0,11000000,39363635,6.891317
139405,Across the Sea of Time,A young Russian boy Thomas Minton travels to New York as a passenger on a Russian freighter Close to Ellis Island he gets off and thus starts his journey to America the same way as all immigrants in former times Thomas is searching for the family of one of his ancestors who had emigrated decades ago but once sent a letter home together with a sample of his new profession 3DPhotography The boy follows his relatives traces by counterchecking the old 3DPhotographs of New York using an antique viewer with the same places and how they look today This way the audience gets to see the Big Apple in former times as well as today,1995-10-20T00:00:00.000+02:00,51.0,0,0,0.114469
33689,It Takes Two,Identical 9yearolds from very different backgrounds orphaned Amanda and wealthy Alyssa meet at summer camp and decide to switch places  and play matchmaker between Alyssas dad Roger and the kind social worker who cares for Amanda,1995-11-17T00:00:00.000+02:00,101.0,0,0,7.777735000000001
9603,Clueless,Shallow rich and socially successful Cher is at the top of her Beverly Hills high schools pecking scale Seeing herself as a matchmaker Cher first coaxes two teachers into dating each other Emboldened by her success she decides to give hopelessly klutzy new student Tai a makeover When Tai becomes more popular than she is Cher realizes that her disapproving exstepbrother was right about how misguided she was  and falls for him,1995-07-19T00:00:00.000+03:00,97.0,12000000,0,9.882383
34615,"Cry, the Beloved Country",A SouthAfrican preacher goes to search for his wayward son who has committed a crime in the big city,1995-12-15T00:00:00.000+02:00,106.0,0,676525,0.894647
31174,Richard III,Shakespeares Play transplanted into a 1930s setting,1995-12-29T00:00:00.000+02:00,104.0,0,0,4.561387
11443,Dead Presidents,Depicts a heist of old bills retired from circulation and destined by the government to be money to burn However more broadly it addresses the issues of Black Americans involvement in the Vietnam War and their subsequent disillusionment with progress in social issues and civil rights back home in the United States during the 1960s,1995-10-06T00:00:00.000+02:00,119.0,10000000,0,9.87957
35196,Restoration,An aspiring young physician Robert Merivel found himself in the service of King Charles II and saves the life of someone close to the King Merivel joins the Kings court and lives the high life provided to someone of his position Merivel is ordered to marry his Kings mistress in order to divert the queens suspicions He is given one order by the king and that is not to fall in love The situation worsens when Merivel finds himself in love with his new wife Eventually the King finds out and relieves Merivel of his position and wealth His fall from grace leaves Merivel where he first started And through his travels and reunions with an old friend he rediscovers his love for true medicine and what it really means to be a physician,1995-12-29T00:00:00.000+02:00,117.0,19000000,0,10.979269
9312,Mortal Kombat,For nine generations an evil sorcerer has been victorious in handtohand battle against his mortal enemies If he wins a tenth Mortal Kombat tournament desolation and evil will reign over the multiverse forever To save Earth three warriors must overcome seemingly insurmountable odds their own inner demons and superhuman foes in this actionadventure movie based on one of the most popular video games of all time,1995-08-18T00:00:00.000+03:00,101.0,18000000,122195920,10.870138
577,To Die For,Susan wants to work in television and will therefore do anything it takes even if it means killing her husband A very dark comedy from independent director Gus Van Sant with a brilliant Nicole Kidman in the leading role,1995-05-20T00:00:00.000+03:00,106.0,20000000,21284514,10.448481
11861,How To Make An American Quilt,Soontobewed graduate student Finn Dodd develops cold feet when she suspects her fianc is cheating on her In order to clear her head Finn visits her grandmother Hy and great aunt Glady Joe Cleary in Grasse Calif There Finn learns that Hy and Glady Joe are members of a group of passionate quilters and over the course of her visit she is regaled with tales of love and life by women who have collected rich experiences and much wisdom,1995-10-06T00:00:00.000+02:00,116.0,10000000,23574130,4.485958
807,Se7en,Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the seven deadly sins in this dark and haunting film that takes viewers from the tortured remains of one victim to the next The seasoned Det Sommerset researches each sin in an effort to get inside the killers mind while his novice partner Mills scoffs at his efforts to unravel the case,1995-09-22T00:00:00.000+03:00,127.0,33000000,327311859,18.45743
10530,Pocahontas,History comes gloriously to life in Disneys epic animated tale about love and adventure in the New World Pocahontas is a Native American woman whose father has arranged for her to marry her villages best warrior But a vision tells her change is coming and soon she comes face to face with it in the form of Capt John Smith,1995-06-14T00:00:00.000+03:00,81.0,55000000,346079773,13.280069000000001
8391,When Night Is Falling,A prudish woman working on tenure as a literacy professor at a large urban university finds herself strangely attracted to a freespirited liberal woman whom works at a local carnival which comes to town,1995-05-05T00:00:00.000+03:00,96.0,0,0,3.302524
629,The Usual Suspects,Held in an LA interrogation room Verbal Kint attempts to convince the feds that a mythic crime lord Keyser Soze not only exists but was also responsible for drawing him and his four partners into a multimillion dollar heist that ended with an explosion in San Pedro harbor  leaving few survivors Verbal lures his interrogators with an incredible story of the crime lords almost supernatural prowess,1995-07-19T00:00:00.000+03:00,106.0,6000000,23341568,16.302466
117164,Guardian Angel,Detective  turned  bodyguard Cynthia McKay Cynthia Rothrock is hired by a psychotic icy seductress Nina Lindell Lydie Denier the same woman who killed Mckays lover months earlier  With vendetta in her heart McKay accompanies the flamboyantly playful womanizer through the glamourous world of the superrich as his protector  In a unique role reversal it is the woman protecting the man from another woman erupting into a deadly triangle of passion suspense and action,1994-11-22T00:00:00.000+02:00,93.0,0,0,0.595949
11448,Mighty Aphrodite,When Lenny and his wife Amanda adopt a baby Lenny realizes that his son is a genius and becomes obsessed with finding the boys biological mother in hopes that she will be brilliant too But when he learns that Maxs mother is Linda Ash a kindhearted prostitute and porn star Lenny is determined to reform her immoral lifestyle A Greek chorus chimes in to relate the plot to Greek mythology in this quirky comedy,1995-09-13T00:00:00.000+03:00,95.0,15000000,6700000,15.899134
49133,Lamerica,Fiore an Italian conman arrives in post Communist Albania with Gino his young apprentice to set up a shoe factory that will never open The con requires a native Albanian so they designate Spiro an impoverished and confused former political prisoner as chairman of the board When Fiore returns to Italy to get government funds for the project Spiro unexpectedly disappears and Gino sets out on a journey to find him The search leads him to discover Spiros tragic personal history and witness Albanian poverty firsthand,1994-01-01T00:00:00.000+02:00,116.0,0,0,1.361286
26441,The Big Green,In a depressed Texas town British foreign exchange teacher Anna attempts to inject some life into her hopeless kids by introducing them to soccer Theyre terrible at first but Anna and her footballhero assistant whip them into shape As they work overtime the pair help kids build their selfesteem and also get involved in solving family squabbles,1995-09-29T00:00:00.000+02:00,100.0,0,0,5.9827639999999995
97406,Georgia,Sadie looks up to her older sister Georgia a successful folk singer whos happily married with children but cant break out of the barband circuit and hit the big time she desperately covets Its in part due to her attraction to drugs and booze and also to her own unwise choice in men Finally though Sadies Achilles heel is a rough unlovely voice very different than her sisters crowdpleasing singing,1995-05-19T00:00:00.000+03:00,115.0,0,0,4.093443
124057,Kids of the Round Table,Set in modern times Alex finds King Arthurs sword Excalibur and must prove himself worthy of it,1997-07-08T00:00:00.000+03:00,89.0,0,0,0.307075
9089,Home for the Holidays,After losing her job making out with her soon to be exboss and finding out that her daughter plans to spend Thanksgiving with her boyfriend Claudia Larson has to face spending the holiday with her family She wonders if she can survive their crazy antics,1995-11-02T00:00:00.000+02:00,103.0,0,17519169,8.416802
11010,Il postino,Simple Italian postman learns to love poetry while delivering mail to a famous poet he uses this to woo local beauty Beatrice,1994-09-22T00:00:00.000+03:00,108.0,0,0,10.168436999999999
99040,Le confessionnal,The year is 1952 in Quebec City Rachel 16 unmarried and pregnant works in the church Filled with shame she unburdens her guilt to a young priest under the confidentiality of the confessional In the present year of 1989 Pierre Lamontagne has returned to Quebec to attend his fathers funeral He meets up with his adopted brother Marc who has begun questioning his identity and has embarked on a quest for his roots that would lead them to the Quebec of the 1950s Past and present converge in a complex web of intrigue where the answer to the mystery lies,1995-09-29T00:00:00.000+02:00,100.0,0,0,0.12078900000000001
11359,The Indian in the Cupboard,A nineyearold boy gets a plastic Indian and a cupboard for his birthday and finds himself involved in adventure when the Indian comes to life and befriends him,1995-07-14T00:00:00.000+03:00,96.0,45000000,0,10.673296
17182,Eye for an Eye,Its fire and brimstone time as grieving mother Karen McCann takes justice into her own hands when a kangaroo court in Los Angeles fails to convict Robert Doob the monster who raped and murdered her 17yearold daughter,1996-01-12T00:00:00.000+02:00,101.0,20000000,0,4.733526
2054,Mr. Holland's Opus,In 1965 passionate musician Glenn Holland takes a day job as a high school music teacher convinced its just a small obstacle on the road to his true calling writing a historic opus As the decades roll by with the composition unwritten but generations of students inspired through his teaching Holland must redefine his lifes purpose,1995-12-29T00:00:00.000+02:00,137.0,0,106269971,7.137117
10607,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,When Ashtray Shawn Wayans moves to South Central LA to live with his father who appears to be the same age he is and grandmother who likes to talk tough and smoke reefer he falls in with his gangbanging cousin Loc Dog Marlon Wayans who along with the requisite pistols and Uzi carries a thermonuclear warhead for selfdefense Will Ashtray be able to keep living the straight life,1996-01-12T00:00:00.000+02:00,89.0,0,0,11.700115
19760,Two If by Sea,Frank OBrien a petty thief and his 7yearlong girlfriend Roz want to put an end to their unsteady lifestyle and just do that last job which involves stealing a valuable painting Frank takes Roz to an island on the coast of New England where he wants to sell the painting and also hopes that their sagging relationship will get a positive push back up Not everything goes as planned,1996-01-12T00:00:00.000+02:00,96.0,0,0,2.174487
9536,Bio-Dome,Bud and Doyle are two losers who are doing nothing with their lives Both of their girlfriends are actively involved in saving the environment but the two friends couldnt care less about saving the Earth One day when a group of scientists begin a mission to live inside a BioDome for a year without outside contact Bud and Doyle mistakenly become part of the project themselves,1996-01-12T00:00:00.000+02:00,88.0,15000000,0,6.387469
11525,Lawnmower Man 2: Beyond Cyberspace,Jobe is resuscitated by Jonathan Walker He wants Jobe to create a special computer chip that would connect all the computers in the world into one network which Walker would control and use But what Walker doesnt realize is a group of teenage hackers are on to him and out to stop his plan,1996-01-12T00:00:00.000+02:00,92.0,0,2409225,2.49535
40628,Two Bits,Its a hot summer day in 1933 in South Philly where 12year old Gennaro lives with his widowed mom and his ailing grandpa who sits outside holding tight to his last quarter which hes promised to Gennaro and which Gennaro would like to have to buy a ticket to the plush new movie theater But grandpas not ready to pass on the quarter or pass on to his final reward he has some unfinished business with a woman from his past and he enlists Gennaro to act as his emissary,1995-10-22T00:00:00.000+02:00,85.0,0,0,4.046208
4482,Gazon maudit,After learning of her husbands infidelities a housewife invites an itinerant lesbian to move in with them None of their lives will ever be the same again,1995-02-08T00:00:00.000+02:00,95.0,0,0,2.518051
10634,Friday,Craig and Smokey are two guys in Los Angeles hanging out on their porch on a Friday afternoon smoking and drinking looking for something to do,1995-04-26T00:00:00.000+03:00,91.0,3500000,28215918,14.56965
755,From Dusk Till Dawn,Seth Gecko and his younger brother Richard are on the run after a bloody bank robbery in Texas They escape across the border into Mexico and will be homefree the next morning when they pay off the local kingpin They just have to survive from dusk till dawn at the rendezvous point which turns out to be a Hell of a strip joint,1996-01-19T00:00:00.000+02:00,108.0,19000000,25836616,15.339153
11859,Fair Game,Max Kirkpatrick is a cop who protects Kate McQuean a civil law attorney from a renegade KGB team out to terminate her,1995-11-03T00:00:00.000+02:00,91.0,50000000,11534477,5.912223
28387,Kicking and Screaming,After college graduation Grovers girlfriend Jane tells him shes moving to Prague to study writing Grover declines to accompany her deciding instead to move in with several friends all of whom cant quite work up the inertia to escape their universitys pull Nobody wants to make any big decisions that would radically alter his life yet none of them wants to end up like Chet the professional student who tends bar and is in his tenth year of university studies,1995-10-06T00:00:00.000+02:00,96.0,0,718490,3.3672760000000004
48750,Les misérables,In France during World War II a poor and illiterate man Henri Fortin JeanPaul Belmondo is introduced to Victor Hugos classic novel Les Misrables and begins to see parallels between the book and his own life,1995-03-22T00:00:00.000+02:00,175.0,0,0,1.4794459999999998
20927,Bed of Roses,The seeds of love are planted when Lisa a highpowered investment banker receives flowers from a secret admirer But when his fairytale fantasies clash with her workaholic ways they soon find out that sometimes its harder than it seems for love to conquer all,1996-01-26T00:00:00.000+02:00,87.0,0,19030691,10.412194
36929,Big Bully,A writer returns to his hometown where he faces the childhood nemesis whose life he ultimately ruined only the bully wants to relive their painful past by torturing him once again,1996-01-26T00:00:00.000+02:00,90.0,15000000,2042530,2.936443
9102,Screamers,SIRIUS 6B Year 2078 On a distant mining planet ravaged by a decade of war scientists have created the perfect weapon a bladewielding selfreplicating race of killing devices known as Screamers designed for one purpose only  to hunt down and destroy all enemy life forms,1995-09-08T00:00:00.000+03:00,108.0,20000000,5781885,12.758848
124626,Nico Icon,A look into the many lives of Christa Pffgen otherwise known as Nico from cutie German mdchen to the first of the supermodels to glamorous diva of the Velvet Underground to cult item junkie and hag Many faces for the same woman whom you realize just couldnt bring herself to care enough to live,1995-02-18T00:00:00.000+02:00,70.0,0,0,0.133893
27526,The Crossing Guard,After his daughter died in a hit and run Freddy Gale has waited six years for John Booth the man responsible to be released from prison On the day of release Gale visits Booth and announces that he will kill him in one week Booth uses his time to try and make peace with himself and his entourage and even finds romance Gale whose life is spiraling down because of his obsession towards Booth will bring himself on the very edge of sanity At he end of the week both men will find themselves on a collision course with each other,1995-11-15T00:00:00.000+02:00,111.0,0,0,5.756462
9623,The Juror,With his gangster boss on trial for murder a mob thug known as the Teacher tells Annie Laird she must talk her fellow jurors into a notguilty verdict implying that hell kill her son Oliver if she fails She manages to do this but when it becomes clear that the mobsters might want to silence her for good she sends Oliver abroad and tries to gather evidence of the plot against her setting up a final showdown,1996-02-02T00:00:00.000+02:00,118.0,44000000,0,6.010579
46785,بادکنک سفید,Several people try to take advantage of a little girls innocence to hustle money her mom gave to her to buy a goldfish with,1995-01-01T00:00:00.000+02:00,85.0,0,0,1.196256
400,Things to Do in Denver When You're Dead,A mafia film in Tarantino style with a starstudded cast Jimmys The Saint gangster career has finally ended Yet now he finds him self doing favors for a wise godfather known as The Man with the Plan,1995-12-01T00:00:00.000+02:00,116.0,8000000,529766,4.486179
880,Antonia,After World War II Antonia and her daughter Danielle go back to their Dutch hometown where Antonias late mother has bestowed a small farm upon her There Antonia settles down and joins a tightlyknit but unusual community Those around her include quirky friend Crooked Finger wouldbe suitor Bas and eventually for Antonia a granddaughter and greatgranddaughter who help create a strong family of empowered women,1995-09-12T00:00:00.000+03:00,102.0,900000,0,2.030174
146599,Once Upon a Time... When We Were Colored,This film relates the story of a tightly connected AfroAmerican community informally called Colored Town where the inhabitants live and depend on each other in a world where racist oppression is everywhere as told by a boy called Cliff who spent his childhood there Despite this we see the life of the community in all its joys and sorrows of those that live there while others decide to leave for a better life north For those remaining things come to a serious situation when one prominent businessman is being muscled out by a white competitor using racist intimidation In response the community must make the decision of whether to submit meekly like they always have or finally fight for their rights,1996-01-26T00:00:00.000+02:00,115.0,0,0,0.252287
188588,Last Summer in the Hamptons,Filmed entirely on location in East Hampton Long Island Last Summer in the Hamptons concerns a large theatrical family spending the last weekend of their summer together at the decadesold family retreat which economic circumstances have forced them to put on the market Victoria Foyt plays a young Hollywood actress whose visit wreaks havoc on the stellar group of family and friends  led by matriarch Viveca Lindfors and made up of an extraordinary mix of prominent New York actors directors and playwrights In the course of a very unusual weekend comic as well as serious situations arise and the familys secrets  of which there are many  begin to unravel,1995-11-22T00:00:00.000+02:00,108.0,0,0,0.531159
8447,Angels and Insects,In Victorian England wealthy patriarch Sir Harald Alabaster invites an impoverished biologist William Adamson into his home There William tries to continue his work but is distracted by Alabasters seductive daughter Eugenia William and Eugenia begin a torrid romance but as the couple become closer the young scientist begins to realize that dark disturbing things are happening behind the closed doors of the Alabaster manor,1995-09-10T00:00:00.000+03:00,118.0,0,0,2.1516599999999997
10534,White Squall,Teenage boys discover discipline and camaraderie on an illfated sailing voyage,1996-02-02T00:00:00.000+02:00,129.0,38000000,10300000,9.568603999999999
17414,Dunston Checks In,Hotel manager Robert Grant is forced by his boss to postpone his family vacation when a hotel critic checks in Trouble is the critic is really a villainous jewel thief with an orangutan assistant named Dunston When Dunston gets loose and tries to escape a life of crime  aided by Roberts sons  havoc hijinks and lots of laughs abound,1996-01-12T00:00:00.000+02:00,88.0,16000000,0,4.814825
13997,Black Sheep,When dignified Albert Donnelly runs for Governor his team moves to keep his slowwitted and klutzy younger brother Mike out of the eye of the media To babysit Mike the campaign assigns sarcastic Steve who gets the experience of a lifetime when he tries to take Mike out of town during the election,1996-02-01T00:00:00.000+02:00,87.0,0,32,8.963037
2086,Nick of Time,Gene Watson is a public accountant who arrives on a train at Union Station in Los Angeles accompanied by his 6yearold daughter Lynn Because of his ordinary looks he is approached by a pair of sinister people named Smith and Jones,1995-11-22T00:00:00.000+02:00,90.0,8169363,8175346,6.848591000000001
61548,The Journey of August King,The Journey of August King is a multidimensional drama about a North Carolina farmer in 1815 August King a widower is on his way home as he does every year after selling his produce and purchasing the stock and goods he will need to survive the winter On his journey he comes upon a runaway slave a young woman about 19 and August King must decide to violate the law and help this slave to freedom or else leave her to be hunted down and ultimately returned to her slave owner,1995-09-14T00:00:00.000+03:00,91.0,0,0,0.41142399999999996
9095,Mary Reilly,A housemaid falls in love with Dr Jekyll and his darkly mysterious counterpart Mr Hyde,1996-02-23T00:00:00.000+02:00,104.0,47000000,12379402,12.866139
12158,Vampire in Brooklyn,Maximillian the lone survivor of a race of vampires comes to Brooklyn in search of a way to live past the next full moon His ticket to survival is Rita a NYPD detective who doesnt know shes half vampire  and Maximillian will do whatevers necessary to put her under his spell,1995-10-26T00:00:00.000+02:00,100.0,14000000,19800000,9.071127
9283,Beautiful Girls,During a snowy winter in the small fictional town of Knights Ridge Massachusetts a group of lifelong buddies hang out drink and struggle to connect with the women who affect their decisions dreams and desires,1996-02-09T00:00:00.000+02:00,112.0,0,0,4.670562
9208,Broken Arrow,When rogue stealthfighter pilot Vic Deakins deliberately drops off the radar while on maneuvers the Air Force ends up with two stolen nuclear warheads  and Deakinss copilot Riley Hale is the militarys only hope for getting them back Traversing the deserted canyons of Utah Hale teams with park ranger Terry Carmichael to put Deakins back in his box,1996-02-09T00:00:00.000+02:00,108.0,50000000,150270147,14.957626000000001
40154,A Midwinter's Tale,Out of work actor Joe volunteers to help try and save his sisters local church for the community by putting on a Christmas production of Hamlet somewhat against the advice of his agent Margaretta As the cast he assembles are still available even at Christmas and are prepared to do it on a profit sharing basis that is they may not get paid anything he cannot expect  and does not get  the cream of the cream But although they all bring their own problems and foibles along something bigger starts to emerge in the perhaps aptly named village of Hope,1995-12-01T00:00:00.000+02:00,99.0,0,0,0.5133909999999999
